name,description,paralog
group_1918,transposase-like protein IS1167Transposase and inactivated derivatives,1
group_274,hypothetical protein,0
gatC_2~~~gatC_3~~~gatC_4~~~~~~gatC_1,PTS system transporter subunit IIAPTS system galactitol-specific transporter subunit IIAPTS system fructose subfamily IIA componentPhosphoenolpyruvate-dependent sugar phosphotransferase system EIIA 2,1
group_2754,site-specific recombinase phage integrase familyTyrosine recombinase XerCsite-specific tyrosine recombinase XerCSite-specific recombinase XerDtyrosine recombinase XerDPhage integrase family,0
group_3209,OmpA domain-containing protein,0
group_4735,phage protein,1
group_585,formate/nitrate transporter2-isopropylmalate synthaseFormate/nitrite family of transportersformate/nitrite transporterFormate/nitrite transporter,1
group_1497,degenerate transposase (Orf1)Transposase and inactivated derivatives,1
gyrB,DNA gyrase subunit BDNA gyrase subunit BDNA gyrase subunit BType IIA topoisomerase (DNA gyrase/topo II topoisomerase IV) A subunitDNA gyrase B subunitDNA gyrase B,0
group_2298,hypothetical protein,1
group_2350,hypothetical protein,1
misCA~~~oxaA1,preprotein translocase subunit YidC1OxaA-like protein precursormembrane protein insertase YidC/Oxa1 family60Kd inner membrane protein,1
comA_2~~~comA_1~~~comA~~~comA_3,competence factor transporting ATP-binding protein/permease ComALactococcin-G-processing and transport ATP-binding protein LagDcyclic beta-12-glucan ABC transporterABC-type bacteriocin/lantibiotic exporters contain an N-terminal double-glycine peptidase domainABC-type bacteriocin transporterABC transporter transmembrane region,1
group_902,Ser/Thr protein phosphatase family protein,1
maa,maltose O-acetyltransferaseMaltose O-acetyltransferasemaltose O-acetyltransferaseAcetyltransferase (isoleucine patch superfamily)colanic acid biosynthesis acetyltransferase WcaFMaltose acetyltransferase,1
group_1737,helicasePredicted HKD family nucleaseDNA phosphorothioation system restriction enzymeType III restriction enzyme res subunit,1
lagD_3~~~~~~tcyN,ABC transporter ATP-binding protein/permeaseProbable ABC transporter ATP-binding protein HI_0664cysteine/glutathione ABC transporter membrane/ATP-binding componentABC-type bacteriocin/lantibiotic exporters contain an N-terminal double-glycine peptidase domaintype I secretion system ATPaseABC transporter,0
sarA_3~~~sarA_4~~~amiA_2~~~amiA_1~~~amiA_3~~~~~~aliB2~~~sarA_2~~~sarA_1,AliB-like protein76 kDa cell surface lipoproteinABC-type oligopeptide transport system periplasmic componentnickel ABC transporter nickel/metallophore periplasmic binding protein,1
group_2552,alpha-L-fucosidaseAlpha-L-fucosidaseAlpha-L-fucosidase,1
sdrD,surface protein (fragment)Serine-aspartate repeat-containing protein D precursorgram-positive signal peptide YSIRK familyYSIRK type signal peptide,1
rpsQ,30S ribosomal protein S17BS1630S ribosomal protein S1730S ribosomal protein S17Ribosomal protein S17,1
ftsK_1~~~ftsK_3~~~ftsK_2,DNA translocase FtsKDNA translocase FtsKDNA segregation ATPase FtsK/SpoIIIE and related proteinsFtsK/SpoIIIE family,0
aliA~~~aliA_1~~~aliA_2,Oligopeptide ABC transporter76 kDa cell surface lipoproteinABC-type oligopeptide transport system periplasmic component,1
group_3433,CopG family protein,0
artI~~~pheC~~~fliY~~~artJ,ABC transporter substrate binding lipoprotein-amino acid transportCyclohexadienyl dehydratase precursorcystine transporter subunitResponse regulator containing a CheY-like receiver domain and a GGDEF domainlysine-arginine-ornithine-binding periplasmic proteinBacterial extracellular solute-binding proteins family 3,0
group_1491,acyl-ACP thioesterase,0
regR,sugar binding transcriptional regulator RegRHTH-type transcriptional repressor CytRDNA-binding transcriptional repressor PurRABC-type sugar transport system periplasmic componentcatabolite control protein APeriplasmic binding proteins and sugar binding domain of LacI family,0
group_1511,TetR family transcriptional regulatorHTH-type transcriptional repressor KstR2DNA-binding transcriptional regulator EnvRprobable dihydroxyacetone kinase regulatorBacterial regulatory proteins tetR family,1
niaX_2,transposase,1
ftsH3,ATPase of the AAA+ classATP-dependent zinc metalloprotease FtsH 3proteasome-activating nucleotidaseRibosome-associated chaperone zuotin26S proteasome subunit P45 familyATPase family associated with various cellular activities (AAA),0
cbpA~~~pspA~~~lytA_1~~~pspA_2~~~lytB_1~~~pspC~~~cbpA_2~~~lytA_7~~~lytB_5~~~cbpA_1~~~lytB_4~~~lytA_5~~~bag_1~~~pspC2~~~pspA_1~~~lytB_2~~~lytA_4~~~lytA_2~~~bag~~~lytA_8~~~lytB_3~~~lytA_3~~~~~~toxA_2~~~pspC_2~~~rmlD_1~~~rmlD_2~~~rmlD,choline binding protein AAutolysinRibonucleases G and Egram-positive signal peptide YSIRK familyRICH domain,1
lmrA_1~~~bmrA_2~~~ABCMSPtruncation_2~~~bmrA_1,ABC transporterMultidrug resistance ABC transporter ATP-binding and permease proteinputative multidrug transporter membrane\ATP-binding componentsABC-type bacteriocin/lantibiotic exporters contain an N-terminal double-glycine peptidase domainantigen peptide transporter 2ABC transporter transmembrane region,0
group_3859,hypothetical protein,0
group_2253,mobilisation proteinBacterial mobilisation protein (MobC),1
hexB_2~~~hexB,DNA mismatch repair protein hexBDNA mismatch repair protein mutLDNA mismatch repair proteinDNA mismatch repair enzyme (predicted ATPase)DNA mismatch repair protein MutLDNA mismatch repair protein C-terminal domain,1
hsdS_2~~~hsdS_1~~~~~~hsdS_3~~~hsdS,type I site-specific deoxyribonuclease chain SType I restriction enzyme EcoKI specificity proteinEcoKI restriction-modification system protein HsdSType I restriction modification DNA specificity domain,1
group_3234,HesA/MoeB/ThiF family protein,0
group_2661,relaxaseRelaxase/Mobilisation nuclease domain,0
group_3884,hypothetical protein,0
group_4146,transposase for insertion sequence,0
group_2051,integral membrane proteinPredicted membrane proteinDUF939 C-terminal domain,1
limB~~~luxA,coenzyme F420-dependent N5N10-methylene tetrahydromethanopterin reductase-like proteinprobable oxidoreductase LLM familyLuciferase-like monooxygenase,1
group_1946,lipoproteinBacterial lipoprotein,1
group_1042,hypothetical protein,1
group_1972,transposaseTransposase DDE domain,1
guaA_2~~~yhbU_2~~~yhbU_3~~~yhbU_1,peptidase U32 familyCollagenase and related proteases,1
group_2302,hypothetical protein,1
nanA_3~~~nanA_2~~~nanA_1~~~nanA_4,IS1167 transposaseN-acetylneuraminate lyaseN-acetylneuraminate lyaseTransposase and inactivated derivativesN-acetylneuraminate lyaseDihydrodipicolinate synthetase family,1
phoR_1,histidine kinase PnpS,0
group_2537,IS1380-Spn1 transposase,1
group_1821,Tn5252 ORF9Bacterial mobilisation protein (MobC),0
group_134,Na+/alanine symporterNa+/alanine symporteramino acid carrier proteinSodium:alanine symporter family,0
lytA_5~~~dinF_1~~~dinF_2~~~dinF,damage inducible DinF proteinmultidrug efflux proteinMATE efflux family proteinMatE,1
group_153,positive transcriptional regulator MutR family proteintranscriptional activator Rgg/GadR/MutR family C-terminal domainHelix-turn-helix domain,0
group_3104,transcriptional regulator PlcRanaerobic benzoate catabolism transcriptional regulatorHelix-turn-helix domain,0
lrp_1~~~lrp_2,collagen-binding protein ADNA mismatch repair proteinPolynucleotide kinase 3 phosphatase,1
group_2496,regulator of gtfBPeptide chain release factor 3peptide chain release factor 3EMAP domainpeptide chain release factor 3Elongation factor Tu GTP binding domain,1
group_2548,transposaseTransposase DDE domain,1
gidA_2~~~gidA_1~~~gidA_3,tRNA (uracil-5-)-methyltransferase GidMethylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFOtRNA (uracil-5-)-methyltransferase GidtRNA:m(5)U-54 methyltransferaseGlucose inhibited division protein A,0
pspA~~~pspC2~~~lytA_1~~~lytA_4~~~lytB_2~~~pspA_2~~~cbpA_1~~~cbpA~~~lytA_5~~~bag~~~cbpA_2~~~pspA_1~~~lytB_1~~~lytA_8~~~lytA_6~~~lytB_4~~~lytB_5,choline binding protein APutative endo-beta-N-acetylglucosaminidase precursorPutative cell wall binding repeat,0
msbA_1,transporterLipid A export ATP-binding/permease protein MsbAcyclic beta-12-glucan ABC transporterABC-type bacteriocin/lantibiotic exporters contain an N-terminal double-glycine peptidase domainlipid A export permease/ATP-binding protein MsbAABC transporter,0
flaR,topology modulation proteinPredicted lipaseF5/8 type C domain,0
group_361,IS66-Spn1 transposaseIS66 Orf2 like protein,1
group_470,phage protein RecT familyphage recombination protein BetRecT family,0
group_4942,phage proteinProtein of unknown function (DUF1642),0
group_7,hypothetical protein,1
aadK_2~~~aadK_1~~~aadK,aminoglycoside 6-adenylyltransferaseAminoglycoside 6-adenylyltransferaseStreptomycin adenylyltransferase,0
regR,sugar binding transcriptional regulator RegRHTH-type transcriptional repressor CytRDNA-binding transcriptional repressor PurRcatabolite control protein A,0
ppc~~~ppc_1~~~ppc_2,phosphoenolpyruvate carboxylasePhosphoenolpyruvate carboxylasephosphoenolpyruvate carboxylaseUncharacterized protein conserved in archaeaPhosphoenolpyruvate carboxylase,0
adh_1~~~adh,alcohol dehydrogenaseNADP-dependent alcohol dehydrogenaseL-threonine 3-dehydrogenaseBranched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyaseL-threonine 3-dehydrogenaseAlcohol dehydrogenase GroES-like domain,1
tlyA,rRNA methylase16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyAhemolysin TlyA family proteinFtsJ-like methyltransferase,0
group_58,bacteriocin-type signal sequence domain-containing protein,1
group_1086,type I restriction-modification system M proteinProbable type I restriction enzyme BthVORF4518P M proteinType I restriction-modification system methyltransferase subunitN-6 DNA Methylase,1
group_1850,hypothetical protein,0
group_1314,transposase IS663-likeTransposase domain (DUF772),1
lytA_6~~~cbpG_1~~~lytA_7~~~sspA~~~blaSE_1~~~~~~blaSE~~~cbpG~~~cbpG_2,choline binding protein GGlutamyl endopeptidase precursorV8-like Glu-specific endopeptidaseglucan-binding repeatPutative cell wall binding repeat,1
group_2697,transposase-like protein IS1167Transposase and inactivated derivatives,1
folC~~~folC_2,dihydrofolate synthetaseFolylpolyglutamate synthasebifunctional folylpolyglutamate synthase/ dihydrofolate synthaseFolylpolyglutamate synthasebifunctional protein FolCMur ligase middle domain,1
group_695,hypothetical protein,0
group_943,type I restriction-modification system S subunitType I restriction modification DNA specificity domain,0
group_4721,Uncharacterized conserved proteinCupin superfamily (DUF985),1
group_5016,undecaprenol kinaseundecaprenyl pyrophosphate phosphataseundecaprenyl-diphosphatase UppPBacitracin resistance protein BacA,0
group_1862,amidophosphoribosyltransferaseAmidophosphoribosyltransferase precursoramidophosphoribosyltransferaseGlutamine phosphoribosylpyrophosphate amidotransferaseamidophosphoribosyltransferaseGlutamine amidotransferases class-II,1
sstT_1~~~sstT~~~sstT_2~~~sstT_3,Na+/serine symporterNa(+)/serine-threonine symporterserine/threonine transporter SstTSodium:dicarboxylate symporter family,1
xerD_1,recombinase site specificTyrosine recombinase XerD-likesite-specific tyrosine recombinase XerD-like proteinSite-specific recombinase XerDtyrosine recombinase XerDPhage integrase family,1
rpmG,50S ribosomal protein L3350S ribosomal protein L33 150S ribosomal protein L33Ribosomal protein L33ribosomal protein L33Ribosomal protein L33,1
sdhB_2~~~sdhB_1~~~sdhB,L-serine dehydratase iron-sulfur-dependent subunit betaL-serine dehydratase beta chainL-serine dehydratase TdcGL-serine deaminaseL-serine dehydratase iron-sulfur-dependent beta subunitSerine dehydratase beta chain,1
group_905,uracil DNA glycosylaseUracil DNA glycosylase superfamily,1
group_1224,competence-induced protein Ccs16conserved hypothetical proteinPD-(D/E)XK nuclease family transposase,0
group_4865,N-ethylammeline chlorohydrolase,0
group_4226,segregation and condensation protein BSegregation and condensation protein Bsegregation and condensation protein Bsegregation and condensation protein BPutative transcriptional regulators (Ypuh-like),1
group_1727,ATP-dependent Clp protease ATP-binding subunitATP-dependent Clp protease ATP-binding subunit ClpCprotein disaggregation chaperonePredicted ATPaseATP-dependent chaperone protein ClpBAAA domain (Cdc48 subfamily),1
group_1161,bacteriophage transcriptional activatorphage transcriptional regulator RinA familyProtein of unknown function (DUF722),0
group_1611,major facilitator superfamily permeasePredicted integral membrane proteinconserved hypothetical integral membrane proteinIntegral membrane protein (intg_mem_TP0381),0
pfbA_2,IS630-Spn1 transposase Orf2Transposase and inactivated derivatives,1
glyA_1,serine hydroxymethyltransferase,0
lytA_6~~~~~~cbpF_2~~~cbpJ_4~~~cbpF~~~cbpJ_3~~~cbpJ_1~~~toxA~~~lytA_8~~~lytA_2~~~lytA_3~~~toxA_1,choline binding protein FToxin APutative cell wall binding repeat,1
group_1130,NTP pyrophosphohydrolase including oxidative damage repair enzymesNUDIX domain,0
group_1841,transposase-like protein IS1167Transposase and inactivated derivatives,1
lytA_2~~~cbpJ_2~~~cbpF~~~lytA_3~~~cbpJ_1~~~toxA_3~~~lytA_4~~~lytA_5~~~lytA_6~~~toxA~~~~~~toxA_1~~~lytA_1~~~lytA_7~~~toxA_2,choline binding protein FToxin Aglucan-binding repeatPutative cell wall binding repeat,1
gatC_1~~~gatC_3~~~gatC_2~~~rplK_2~~~rplK_1,PTS system transporter subunit IIAPhosphoenolpyruvate-dependent sugar phosphotransferase system EIIA 2,1
group_2450,rhodanese-like domain-containing protein,1
phpA_2~~~~~~phtD_1~~~phpA,histidine triad protein Dstreptococcal histidine triad proteinStreptococcal histidine triad protein,0
group_2453,competence-specific global transcription modulator,1
spxA_7~~~spxA_5~~~spxA_3,arsenate reductase-like glutaredoxin family proteinRegulatory protein spx,1
ydaF_4~~~rimL~~~ydaF_2~~~ydaF_1~~~ydaF_5~~~ydaF_3,acetyltransferase gnat family proteinPutative ribosomal N-acetyltransferase YdaFribosomal-protein-L7/L12-serine acetyltransferasePredicted acetyltransferaseAcetyltransferase (GNAT) family,1
group_1574,general stress protein 24Stress response regulator gls24 homologProtein of unknown function (DUF322),1
group_1123,ribonuclease BNRibonuclease BN-like family,1
pyrG,CTP synthetaseCTP synthaseCTP synthetaseCTP synthaseCTP synthase N-terminus,0
yjbK_1,adenylate cyclasehypothetical proteinUncharacterized conserved proteinCYTH domain,0
group_2380,degenerate transposase (orf2),1
pfbA_1~~~pfbA_2~~~pfbA_3~~~pfbA,cell wall surface anchor family proteinPlasmin and fibronectin-binding protein A precursorTransposase and inactivated derivativesgram-positive signal peptide YSIRK familyPectate lyase superfamily protein,1
group_1522,phage terminasephage terminase large subunit PBSX familyTerminase-like family,0
blpO_1~~~blpK~~~blpN_1~~~blpO_2,bacteriocin BlpK,1
group_1615,phenylalanyl-tRNA synthetase beta chainPhenylalanine--tRNA ligase beta subunitphenylalanyl-tRNA synthetase subunit betaEMAP domainphenylalanine--tRNA ligase beta subunitPutative tRNA binding domain,1
pacL~~~pacL_1,cation transporter E1-E2 family ATPaseCalcium-transporting ATPasecalcium-translocating P-type ATPase SERCA-typeCation transporting ATPase C-terminus,0
group_2988,50S ribosomal protein L1450S ribosomal protein L1450S ribosomal protein L14Ribosomal protein L14ribosomal protein L14Ribosomal protein L14p/L23e,1
group_1677,phage hyaluronidasePhage-related protein,0
group_1053,hypothetical protein,0
srtG2,SrtG1 sortase_B family proteinsortase SrtB familySortase family,0
group_89,degenerate transposaseTransposase,1
mcrB_1~~~mcrB~~~~~~mcrB_2,endonuclease,1
group_106,major tail proteinPhage tail protein,1
group_2378,prophage Sa05 site-specific recombinase phage integrasesite-specific tyrosine recombinase XerCSite-specific recombinase XerDtyrosine recombinase XerDPhage integrase family,1
metN2~~~drrA~~~ybhF_2~~~ybhF_1~~~ecsA_4,ABC transporterDaunorubicin/doxorubicin resistance ATP-binding protein DrrAnodulation ABC transporter NodIABC-type uncharacterized transport system ATPase componentdaunorubicin resistance ABC transporter ATP-binding proteinABC transporter,1
transposase_C~~~transposase_D~~~transposase_C_2,transposase family protein,1
group_4235,CBS domain-containing proteinCBS domain-containing protein ykuLinosine 5'-monophosphate dehydrogenasePredicted transcriptional regulator containing CBS domainsglycine betaine/L-proline transport ATP binding subunitCBS domain,1
atpE_2~~~atpH_1~~~atpH_2,IS1239 transposaseTransposase and inactivated derivatives IS30 familyIntegrase core domain,1
group_4669,transposase-like protein IS1167Transposase and inactivated derivatives,0
yicI_2~~~yicI,glycosyl hydrolase family 31,1
rlmCD_2~~~rlmCD_1,23S rRNA (uracil-5-)-methyltransferase RumA23S rRNA (uracil-C(5))-methyltransferase RlmCD23S rRNA m(5)U1939 methyltransferasePredicted RNA-binding protein contains TRAM domain23S rRNA (uracil-5-)-methyltransferase RumAtRNA (Uracil-5-)-methyltransferase,0
group_736,transcriptional activatortranscriptional repressor DicAHelix-turn-helix domain,1
ccpA_1~~~ccpA_2~~~ccpA_3,catabolite control protein AGlucose-resistance amylase regulatorlac repressorABC-type sugar transport system periplasmic componentcatabolite control protein ABacterial regulatory proteins lacI family,1
pezA_2~~~pezA_1~~~pezA_3~~~pezA_5~~~pezT_1~~~pezT_2~~~pezT_4~~~pezT_3~~~pezA~~~pezT,zeta toxinUDP-N-acetylglucosamine kinaseUncharacterized protein conserved in bacteriaZeta toxin,1
